Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Sum Internal Heat,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value,Time[s],Value
289800.0,0.0,289800.0,0.0,289800.0,0.0,289800.0,0.09999999659999999,289800.0,0.0,289800.0,0.0,289800.0,0.0,289800.0,0.0,289800.0,0.0,289800.0,0.0,289800.0,0.0,289800.0,0.0
290000.0,0.0,290000.0,0.0,290000.0,0.0,290000.0,0.09999999659999999,290000.0,0.0,290000.0,0.0,290000.0,0.0,290000.0,0.0,290000.0,0.0,290000.0,0.0,290000.0,0.0,290000.0,0.0
290200.0,0.0,290200.0,0.0,290200.0,0.0,290200.0,0.09999999659999999,290200.0,0.0,290200.0,0.0,290200.0,0.0,290200.0,0.0,290200.0,0.0,290200.0,0.0,290200.0,0.0,290200.0,0.0
290400.0,0.0,290400.0,0.0,290400.0,0.0,290400.0,0.09999999659999999,290400.0,0.0,290400.0,0.0,290400.0,0.0,290400.0,0.0,290400.0,0.0,290400.0,0.0,290400.0,0.0,290400.0,0.0
290600.0,0.0,290600.0,0.0,290600.0,0.0,290600.0,0.09999999659999999,290600.0,0.0,290600.0,0.0,290600.0,0.0,290600.0,0.0,290600.0,0.0,290600.0,0.0,290600.0,0.0,290600.0,0.0
290800.0,0.0,290800.0,0.0,290800.0,0.0,290800.0,0.09999999659999999,290800.0,0.0,290800.0,0.0,290800.0,0.0,290800.0,0.0,290800.0,0.0,290800.0,0.0,290800.0,0.0,290800.0,0.0
291000.0,0.0,291000.0,0.0,291000.0,0.0,291000.0,0.09999999659999999,291000.0,0.0,291000.0,0.0,291000.0,0.0,291000.0,0.0,291000.0,0.0,291000.0,0.0,291000.0,0.0,291000.0,0.0
291200.0,0.0,291200.0,0.0,291200.0,0.0,291200.0,0.09999999659999999,291200.0,0.0,291200.0,0.0,291200.0,0.0,291200.0,0.0,291200.0,0.0,291200.0,0.0,291200.0,0.0,291200.0,0.0
291400.0,0.0,291400.0,0.0,291400.0,0.0,291400.0,0.09999999659999999,291400.0,0.0,291400.0,0.0,291400.0,0.0,291400.0,0.0,291400.0,0.0,291400.0,0.0,291400.0,0.0,291400.0,0.0
291600.0,0.0,291600.0,0.0,291600.0,0.0,291600.0,0.09999999659999999,291600.0,0.0,291600.0,0.0,291600.0,0.0,291600.0,0.0,291600.0,0.0,291600.0,0.0,291600.0,0.0,291600.0,0.0
291800.0,0.0,291800.0,0.0,291800.0,0.0,291800.0,0.09999999659999999,291800.0,0.0,291800.0,0.0,291800.0,0.0,291800.0,0.0,291800.0,0.0,291800.0,0.0,291800.0,0.0,291800.0,0.0
292000.0,0.0,292000.0,0.0,292000.0,0.0,292000.0,0.09999999659999999,292000.0,0.0,292000.0,0.0,292000.0,0.0,292000.0,0.0,292000.0,0.0,292000.0,0.0,292000.0,0.0,292000.0,0.0
292200.0,0.0,292200.0,0.0,292200.0,0.0,292200.0,0.09999999659999999,292200.0,0.0,292200.0,0.0,292200.0,0.0,292200.0,0.0,292200.0,0.0,292200.0,0.0,292200.0,0.0,292200.0,0.0
292400.0,0.0,292400.0,0.0,292400.0,0.0,292400.0,0.09999999659999999,292400.0,0.0,292400.0,0.0,292400.0,0.0,292400.0,0.0,292400.0,0.0,292400.0,0.0,292400.0,0.0,292400.0,0.0
292600.0,0.0,292600.0,0.0,292600.0,0.0,292600.0,0.09999999659999999,292600.0,0.0,292600.0,0.0,292600.0,0.0,292600.0,0.0,292600.0,0.0,292600.0,0.0,292600.0,0.0,292600.0,0.0
292800.0,0.0,292800.0,0.0,292800.0,0.0,292800.0,0.09999999659999999,292800.0,0.0,292800.0,0.0,292800.0,0.0,292800.0,0.0,292800.0,0.0,292800.0,0.0,292800.0,0.0,292800.0,0.0
293000.0,0.0,293000.0,0.0,293000.0,0.0,293000.0,0.09999999659999999,293000.0,0.0,293000.0,0.0,293000.0,0.0,293000.0,0.0,293000.0,0.0,293000.0,0.0,293000.0,0.0,293000.0,0.0
293200.0,0.0,293200.0,0.0,293200.0,0.0,293200.0,0.09999999659999999,293200.0,0.0,293200.0,0.0,293200.0,0.0,293200.0,0.0,293200.0,0.0,293200.0,0.0,293200.0,0.0,293200.0,0.0
293400.0,0.0,293400.0,0.0,293400.0,0.0,293400.0,0.09999999659999999,293400.0,0.0,293400.0,0.0,293400.0,0.0,293400.0,0.0,293400.0,0.0,293400.0,0.0,293400.0,0.0,293400.0,0.0
293600.0,0.0,293600.0,0.0,293600.0,0.0,293600.0,0.09999999659999999,293600.0,0.0,293600.0,0.0,293600.0,0.0,293600.0,0.0,293600.0,0.0,293600.0,0.0,293600.0,0.0,293600.0,0.0
293800.0,0.0,293800.0,0.0,293800.0,0.0,293800.0,0.09999999659999999,293800.0,0.0,293800.0,0.0,293800.0,0.0,293800.0,0.0,293800.0,0.0,293800.0,0.0,293800.0,0.0,293800.0,0.0
294000.0,0.0,294000.0,0.0,294000.0,0.0,294000.0,0.09999999659999999,294000.0,0.0,294000.0,0.0,294000.0,0.0,294000.0,0.0,294000.0,0.0,294000.0,0.0,294000.0,0.0,294000.0,0.0
294200.0,0.0,294200.0,0.0,294200.0,0.0,294200.0,0.09999999659999999,294200.0,0.0,294200.0,0.0,294200.0,0.0,294200.0,0.0,294200.0,0.0,294200.0,0.0,294200.0,0.0,294200.0,0.0
294400.0,0.0,294400.0,0.0,294400.0,0.0,294400.0,0.09999999659999999,294400.0,0.0,294400.0,0.0,294400.0,0.0,294400.0,0.0,294400.0,0.0,294400.0,0.0,294400.0,0.0,294400.0,0.0
294600.0,0.0,294600.0,0.0,294600.0,0.0,294600.0,0.09999999659999999,294600.0,0.0,294600.0,0.0,294600.0,0.0,294600.0,0.0,294600.0,0.0,294600.0,0.0,294600.0,0.0,294600.0,0.0
294800.0,0.0,294800.0,0.0,294800.0,0.0,294800.0,0.09999999659999999,294800.0,0.0,294800.0,0.0,294800.0,0.0,294800.0,0.0,294800.0,0.0,294800.0,0.0,294800.0,0.0,294800.0,0.0
295000.0,0.0,295000.0,0.0,295000.0,0.0,295000.0,0.09999999659999999,295000.0,0.0,295000.0,0.0,295000.0,0.0,295000.0,0.0,295000.0,0.0,295000.0,0.0,295000.0,0.0,295000.0,0.0
295200.0,0.0,295200.0,0.0,295200.0,0.0,295200.0,0.09999999659999999,295200.0,0.0,295200.0,0.0,295200.0,0.0,295200.0,0.0,295200.0,0.0,295200.0,0.0,295200.0,0.0,295200.0,0.0
295400.0,0.0,295400.0,0.0,295400.0,0.0,295400.0,0.09999999659999999,295400.0,0.0,295400.0,0.0,295400.0,0.0,295400.0,0.0,295400.0,0.0,295400.0,0.0,295400.0,0.0,295400.0,0.0
295600.0,0.0,295600.0,0.0,295600.0,0.0,295600.0,0.09999999659999999,295600.0,0.0,295600.0,0.0,295600.0,0.0,295600.0,0.0,295600.0,0.0,295600.0,0.0,295600.0,0.0,295600.0,0.0
295800.0,0.0,295800.0,0.0,295800.0,0.0,295800.0,0.09999999659999999,295800.0,0.0,295800.0,0.0,295800.0,0.0,295800.0,0.0,295800.0,0.0,295800.0,0.0,295800.0,0.0,295800.0,0.0
296000.0,0.0,296000.0,0.0,296000.0,0.0,296000.0,0.09999999659999999,296000.0,0.0,296000.0,0.0,296000.0,0.0,296000.0,0.0,296000.0,0.0,296000.0,0.0,296000.0,0.0,296000.0,0.0
296200.0,0.0,296200.0,0.0,296200.0,0.0,296200.0,0.09999999659999999,296200.0,0.0,296200.0,0.0,296200.0,0.0,296200.0,0.0,296200.0,0.0,296200.0,0.0,296200.0,0.0,296200.0,0.0
296400.0,0.0,296400.0,0.0,296400.0,0.0,296400.0,0.09999999659999999,296400.0,0.0,296400.0,0.0,296400.0,0.0,296400.0,0.0,296400.0,0.0,296400.0,0.0,296400.0,0.0,296400.0,0.0
296600.0,0.0,296600.0,0.0,296600.0,0.0,296600.0,0.09999999659999999,296600.0,0.0,296600.0,0.0,296600.0,0.0,296600.0,0.0,296600.0,0.0,296600.0,0.0,296600.0,0.0,296600.0,0.0
296800.0,0.0,296800.0,0.0,296800.0,0.0,296800.0,0.09999999659999999,296800.0,0.0,296800.0,0.0,296800.0,0.0,296800.0,0.0,296800.0,0.0,296800.0,0.0,296800.0,0.0,296800.0,0.0
297000.0,0.0,297000.0,0.0,297000.0,0.0,297000.0,0.09999999659999999,297000.0,0.0,297000.0,0.0,297000.0,0.0,297000.0,0.0,297000.0,0.0,297000.0,0.0,297000.0,0.0,297000.0,0.0
297200.0,0.0,297200.0,0.0,297200.0,0.0,297200.0,0.09999999659999999,297200.0,0.0,297200.0,0.0,297200.0,0.0,297200.0,0.0,297200.0,0.0,297200.0,0.0,297200.0,0.0,297200.0,0.0
297400.0,0.0,297400.0,0.0,297400.0,0.0,297400.0,0.09999999659999999,297400.0,0.0,297400.0,0.0,297400.0,0.0,297400.0,0.0,297400.0,0.0,297400.0,0.0,297400.0,0.0,297400.0,0.0
297600.0,0.0,297600.0,0.0,297600.0,0.0,297600.0,0.09999999659999999,297600.0,0.0,297600.0,0.0,297600.0,0.0,297600.0,0.0,297600.0,0.0,297600.0,0.0,297600.0,0.0,297600.0,0.0
297800.0,0.0,297800.0,0.0,297800.0,0.0,297800.0,0.09999999659999999,297800.0,0.0,297800.0,0.0,297800.0,0.0,297800.0,0.0,297800.0,0.0,297800.0,0.0,297800.0,0.0,297800.0,0.0
298000.0,0.0,298000.0,0.0,298000.0,0.0,298000.0,0.09999999659999999,298000.0,0.0,298000.0,0.0,298000.0,0.0,298000.0,0.0,298000.0,0.0,298000.0,0.0,298000.0,0.0,298000.0,0.0
298200.0,0.0,298200.0,0.0,298200.0,0.0,298200.0,0.09999999659999999,298200.0,0.0,298200.0,0.0,298200.0,0.0,298200.0,0.0,298200.0,0.0,298200.0,0.0,298200.0,0.0,298200.0,0.0
298400.0,0.0,298400.0,0.0,298400.0,0.0,298400.0,0.09999999659999999,298400.0,0.0,298400.0,0.0,298400.0,0.0,298400.0,0.0,298400.0,0.0,298400.0,0.0,298400.0,0.0,298400.0,0.0
298600.0,0.0,298600.0,0.0,298600.0,0.0,298600.0,0.09999999659999999,298600.0,0.0,298600.0,0.0,298600.0,0.0,298600.0,0.0,298600.0,0.0,298600.0,0.0,298600.0,0.0,298600.0,0.0
298800.0,0.0,298800.0,0.0,298800.0,0.0,298800.0,0.09999999659999999,298800.0,0.0,298800.0,0.0,298800.0,0.0,298800.0,0.0,298800.0,0.0,298800.0,0.0,298800.0,0.0,298800.0,0.0
299000.0,0.0,299000.0,0.0,299000.0,0.0,299000.0,0.09999999659999999,299000.0,0.0,299000.0,0.0,299000.0,0.0,299000.0,0.0,299000.0,0.0,299000.0,0.0,299000.0,0.0,299000.0,0.0
299200.0,0.0,299200.0,0.0,299200.0,0.0,299200.0,0.09999999659999999,299200.0,0.0,299200.0,0.0,299200.0,0.0,299200.0,0.0,299200.0,0.0,299200.0,0.0,299200.0,0.0,299200.0,0.0
299400.0,0.0,299400.0,0.0,299400.0,0.0,299400.0,0.09999999659999999,299400.0,0.0,299400.0,0.0,299400.0,0.0,299400.0,0.0,299400.0,0.0,299400.0,0.0,299400.0,0.0,299400.0,0.0
299600.0,0.0,299600.0,0.0,299600.0,0.0,299600.0,0.09999999659999999,299600.0,0.0,299600.0,0.0,299600.0,0.0,299600.0,0.0,299600.0,0.0,299600.0,0.0,299600.0,0.0,299600.0,0.0
299800.0,0.0,299800.0,0.0,299800.0,0.0,299800.0,0.09999999659999999,299800.0,0.0,299800.0,0.0,299800.0,0.0,299800.0,0.0,299800.0,0.0,299800.0,0.0,299800.0,0.0,299800.0,0.0
300000.0,0.0,300000.0,0.0,300000.0,0.0,300000.0,0.09999999659999999,300000.0,0.0,300000.0,0.0,300000.0,0.0,300000.0,0.0,300000.0,0.0,300000.0,0.0,300000.0,0.0,300000.0,0.0
300200.0,0.0,300200.0,0.0,300200.0,0.0,300200.0,0.09999999659999999,300200.0,0.0,300200.0,0.0,300200.0,0.0,300200.0,0.0,300200.0,0.0,300200.0,0.0,300200.0,0.0,300200.0,0.0
300400.0,0.0,300400.0,0.0,300400.0,0.0,300400.0,0.09999999659999999,300400.0,0.0,300400.0,0.0,300400.0,0.0,300400.0,0.0,300400.0,0.0,300400.0,0.0,300400.0,0.0,300400.0,0.0
300600.0,0.0,300600.0,0.0,300600.0,0.0,300600.0,0.09999999659999999,300600.0,0.0,300600.0,0.0,300600.0,0.0,300600.0,0.0,300600.0,0.0,300600.0,0.0,300600.0,0.0,300600.0,0.0
300800.0,0.0,300800.0,0.0,300800.0,0.0,300800.0,0.09999999659999999,300800.0,0.0,300800.0,0.0,300800.0,0.0,300800.0,0.0,300800.0,0.0,300800.0,0.0,300800.0,0.0,300800.0,0.0
301000.0,0.0,301000.0,0.0,301000.0,0.0,301000.0,0.09999999659999999,301000.0,0.0,301000.0,0.0,301000.0,0.0,301000.0,0.0,301000.0,0.0,301000.0,0.0,301000.0,0.0,301000.0,0.0
301200.0,0.0,301200.0,0.0,301200.0,0.0,301200.0,0.09999999659999999,301200.0,0.0,301200.0,0.0,301200.0,0.0,301200.0,0.0,301200.0,0.0,301200.0,0.0,301200.0,0.0,301200.0,0.0
301400.0,0.0,301400.0,0.0,301400.0,0.0,301400.0,0.09999999659999999,301400.0,0.0,301400.0,0.0,301400.0,0.0,301400.0,0.0,301400.0,0.0,301400.0,0.0,301400.0,0.0,301400.0,0.0
301600.0,0.0,301600.0,0.0,301600.0,0.0,301600.0,0.09999999659999999,301600.0,0.0,301600.0,0.0,301600.0,0.0,301600.0,0.0,301600.0,0.0,301600.0,0.0,301600.0,0.0,301600.0,0.0
301800.0,0.0,301800.0,0.0,301800.0,0.0,301800.0,0.09999999659999999,301800.0,0.0,301800.0,0.0,301800.0,0.0,301800.0,0.0,301800.0,0.0,301800.0,0.0,301800.0,0.0,301800.0,0.0
302000.0,0.0,302000.0,0.0,302000.0,0.0,302000.0,0.09999999659999999,302000.0,0.0,302000.0,0.0,302000.0,0.0,302000.0,0.0,302000.0,0.0,302000.0,0.0,302000.0,0.0,302000.0,0.0
302200.0,0.0,302200.0,0.0,302200.0,0.0,302200.0,0.09999999659999999,302200.0,0.0,302200.0,0.0,302200.0,0.0,302200.0,0.0,302200.0,0.0,302200.0,0.0,302200.0,0.0,302200.0,0.0
302400.0,0.0,302400.0,0.0,302400.0,0.0,302400.0,0.09999999659999999,302400.0,0.0,302400.0,0.0,302400.0,0.0,302400.0,0.0,302400.0,0.0,302400.0,0.0,302400.0,0.0,302400.0,0.0
302600.0,0.0,302600.0,0.0,302600.0,0.0,302600.0,0.09999999659999999,302600.0,0.0,302600.0,0.0,302600.0,0.0,302600.0,0.0,302600.0,0.0,302600.0,0.0,302600.0,0.0,302600.0,0.0
302800.0,0.0,302800.0,0.0,302800.0,0.0,302800.0,0.09999999659999999,302800.0,0.0,302800.0,0.0,302800.0,0.0,302800.0,0.0,302800.0,0.0,302800.0,0.0,302800.0,0.0,302800.0,0.0
303000.0,0.0,303000.0,0.0,303000.0,0.0,303000.0,0.09999999659999999,303000.0,0.0,303000.0,0.0,303000.0,0.0,303000.0,0.0,303000.0,0.0,303000.0,0.0,303000.0,0.0,303000.0,0.0
303200.0,0.0,303200.0,0.0,303200.0,0.0,303200.0,0.09999999659999999,303200.0,0.0,303200.0,0.0,303200.0,0.0,303200.0,0.0,303200.0,0.0,303200.0,0.0,303200.0,0.0,303200.0,0.0
303400.0,0.0,303400.0,0.0,303400.0,0.0,303400.0,0.09999999659999999,303400.0,0.0,303400.0,0.0,303400.0,0.0,303400.0,0.0,303400.0,0.0,303400.0,0.0,303400.0,0.0,303400.0,0.0
303600.0,0.0,303600.0,0.0,303600.0,0.0,303600.0,0.09999999659999999,303600.0,0.0,303600.0,0.0,303600.0,0.0,303600.0,0.0,303600.0,0.0,303600.0,0.0,303600.0,0.0,303600.0,0.0
303800.0,0.0,303800.0,0.0,303800.0,0.0,303800.0,0.09999999659999999,303800.0,0.0,303800.0,0.0,303800.0,0.0,303800.0,0.0,303800.0,0.0,303800.0,0.0,303800.0,0.0,303800.0,0.0
304000.0,0.0,304000.0,0.0,304000.0,0.0,304000.0,0.09999999659999999,304000.0,0.0,304000.0,0.0,304000.0,0.0,304000.0,0.0,304000.0,0.0,304000.0,0.0,304000.0,0.0,304000.0,0.0
304200.0,0.0,304200.0,0.0,304200.0,0.0,304200.0,0.09999999659999999,304200.0,0.0,304200.0,0.0,304200.0,0.0,304200.0,0.0,304200.0,0.0,304200.0,0.0,304200.0,0.0,304200.0,0.0
304400.0,0.0,304400.0,0.0,304400.0,0.0,304400.0,0.09999999659999999,304400.0,0.0,304400.0,0.0,304400.0,0.0,304400.0,0.0,304400.0,0.0,304400.0,0.0,304400.0,0.0,304400.0,0.0
304600.0,0.0,304600.0,0.0,304600.0,0.0,304600.0,0.09999999659999999,304600.0,0.0,304600.0,0.0,304600.0,0.0,304600.0,0.0,304600.0,0.0,304600.0,0.0,304600.0,0.0,304600.0,0.0
304800.0,0.0,304800.0,0.0,304800.0,0.0,304800.0,0.09999999659999999,304800.0,0.0,304800.0,0.0,304800.0,0.0,304800.0,0.0,304800.0,0.0,304800.0,0.0,304800.0,0.0,304800.0,0.0
305000.0,0.0,305000.0,0.0,305000.0,0.0,305000.0,0.09999999659999999,305000.0,0.0,305000.0,0.0,305000.0,0.0,305000.0,0.0,305000.0,0.0,305000.0,0.0,305000.0,0.0,305000.0,0.0
305200.0,0.0,305200.0,0.0,305200.0,0.0,305200.0,0.09999999659999999,305200.0,0.0,305200.0,0.0,305200.0,0.0,305200.0,0.0,305200.0,0.0,305200.0,0.0,305200.0,0.0,305200.0,0.0
305400.0,0.0,305400.0,0.0,305400.0,0.0,305400.0,0.09999999659999999,305400.0,0.0,305400.0,0.0,305400.0,0.0,305400.0,0.0,305400.0,0.0,305400.0,0.0,305400.0,0.0,305400.0,0.0
305600.0,0.0,305600.0,0.0,305600.0,0.0,305600.0,0.09999999659999999,305600.0,0.0,305600.0,0.0,305600.0,0.0,305600.0,0.0,305600.0,0.0,305600.0,0.0,305600.0,0.0,305600.0,0.0
305800.0,0.0,305800.0,0.0,305800.0,0.0,305800.0,0.09999999659999999,305800.0,0.0,305800.0,0.0,305800.0,0.0,305800.0,0.0,305800.0,0.0,305800.0,0.0,305800.0,0.0,305800.0,0.0
306000.0,0.0,306000.0,0.0,306000.0,0.0,306000.0,0.09999999659999999,306000.0,0.0,306000.0,0.0,306000.0,0.0,306000.0,0.0,306000.0,0.0,306000.0,0.0,306000.0,0.0,306000.0,0.0
306200.0,0.0,306200.0,0.0,306200.0,0.0,306200.0,0.09999999659999999,306200.0,0.0,306200.0,0.0,306200.0,0.0,306200.0,0.0,306200.0,0.0,306200.0,0.0,306200.0,0.0,306200.0,0.0
306400.0,0.0,306400.0,0.0,306400.0,0.0,306400.0,0.09999999659999999,306400.0,0.0,306400.0,0.0,306400.0,0.0,306400.0,0.0,306400.0,0.0,306400.0,0.0,306400.0,0.0,306400.0,0.0
306600.0,0.0,306600.0,0.0,306600.0,0.0,306600.0,0.09999999659999999,306600.0,0.0,306600.0,0.0,306600.0,0.0,306600.0,0.0,306600.0,0.0,306600.0,0.0,306600.0,0.0,306600.0,0.0
306800.0,0.0,306800.0,0.0,306800.0,0.0,306800.0,0.09999999659999999,306800.0,0.0,306800.0,0.0,306800.0,0.0,306800.0,0.0,306800.0,0.0,306800.0,0.0,306800.0,0.0,306800.0,0.0
307000.0,0.0,307000.0,0.0,307000.0,0.0,307000.0,0.09999999659999999,307000.0,0.0,307000.0,0.0,307000.0,0.0,307000.0,0.0,307000.0,0.0,307000.0,0.0,307000.0,0.0,307000.0,0.0
307200.0,0.0,307200.0,0.0,307200.0,0.0,307200.0,0.09999999659999999,307200.0,0.0,307200.0,0.0,307200.0,0.0,307200.0,0.0,307200.0,0.0,307200.0,0.0,307200.0,0.0,307200.0,0.0
307400.0,0.0,307400.0,0.0,307400.0,0.0,307400.0,0.09999999659999999,307400.0,0.0,307400.0,0.0,307400.0,0.0,307400.0,0.0,307400.0,0.0,307400.0,0.0,307400.0,0.0,307400.0,0.0
307600.0,0.0,307600.0,0.0,307600.0,0.0,307600.0,0.09999999659999999,307600.0,0.0,307600.0,0.0,307600.0,0.0,307600.0,0.0,307600.0,0.0,307600.0,0.0,307600.0,0.0,307600.0,0.0
307800.0,0.0,307800.0,0.0,307800.0,0.0,307800.0,0.09999999659999999,307800.0,0.0,307800.0,0.0,307800.0,0.0,307800.0,0.0,307800.0,0.0,307800.0,0.0,307800.0,0.0,307800.0,0.0
308000.0,0.0,308000.0,0.0,308000.0,0.0,308000.0,0.09999999659999999,308000.0,0.0,308000.0,0.0,308000.0,0.0,308000.0,0.0,308000.0,0.0,308000.0,0.0,308000.0,0.0,308000.0,0.0
308200.0,0.0,308200.0,0.0,308200.0,0.0,308200.0,0.09999999659999999,308200.0,0.0,308200.0,0.0,308200.0,0.0,308200.0,0.0,308200.0,0.0,308200.0,0.0,308200.0,0.0,308200.0,0.0
308400.0,0.0,308400.0,0.0,308400.0,0.0,308400.0,0.09999999659999999,308400.0,0.0,308400.0,0.0,308400.0,0.0,308400.0,0.0,308400.0,0.0,308400.0,0.0,308400.0,0.0,308400.0,0.0
308600.0,0.0,308600.0,0.0,308600.0,0.0,308600.0,0.09999999659999999,308600.0,0.0,308600.0,0.0,308600.0,0.0,308600.0,0.0,308600.0,0.0,308600.0,0.0,308600.0,0.0,308600.0,0.0
308800.0,0.0,308800.0,0.0,308800.0,0.0,308800.0,0.09999999659999999,308800.0,0.0,308800.0,0.0,308800.0,0.0,308800.0,0.0,308800.0,0.0,308800.0,0.0,308800.0,0.0,308800.0,0.0
309000.0,0.0,309000.0,0.0,309000.0,0.0,309000.0,0.09999999659999999,309000.0,0.0,309000.0,0.0,309000.0,0.0,309000.0,0.0,309000.0,0.0,309000.0,0.0,309000.0,0.0,309000.0,0.0
309200.0,0.0,309200.0,0.0,309200.0,0.0,309200.0,0.09999999659999999,309200.0,0.0,309200.0,0.0,309200.0,0.0,309200.0,0.0,309200.0,0.0,309200.0,0.0,309200.0,0.0,309200.0,0.0
309400.0,0.0,309400.0,0.0,309400.0,0.0,309400.0,0.09999999659999999,309400.0,0.0,309400.0,0.0,309400.0,0.0,309400.0,0.0,309400.0,0.0,309400.0,0.0,309400.0,0.0,309400.0,0.0
309600.0,0.0,309600.0,0.0,309600.0,0.0,309600.0,0.09999999659999999,309600.0,0.0,309600.0,0.0,309600.0,0.0,309600.0,0.0,309600.0,0.0,309600.0,0.0,309600.0,0.0,309600.0,0.0
309800.0,0.0,309800.0,0.0,309800.0,0.0,309800.0,0.09999999659999999,309800.0,0.0,309800.0,0.0,309800.0,0.0,309800.0,0.0,309800.0,0.0,309800.0,0.0,309800.0,0.0,309800.0,0.0
310000.0,0.0,310000.0,0.0,310000.0,0.0,310000.0,0.09999999659999999,310000.0,0.0,310000.0,0.0,310000.0,0.0,310000.0,0.0,310000.0,0.0,310000.0,0.0,310000.0,0.0,310000.0,0.0
310200.0,0.0,310200.0,0.0,310200.0,0.0,310200.0,0.09999999659999999,310200.0,0.0,310200.0,0.0,310200.0,0.0,310200.0,0.0,310200.0,0.0,310200.0,0.0,310200.0,0.0,310200.0,0.0
310400.0,0.0,310400.0,0.0,310400.0,0.0,310400.0,0.09999999659999999,310400.0,0.0,310400.0,0.0,310400.0,0.0,310400.0,0.0,310400.0,0.0,310400.0,0.0,310400.0,0.0,310400.0,0.0
310600.0,0.0,310600.0,0.0,310600.0,0.0,310600.0,0.09999999659999999,310600.0,0.0,310600.0,0.0,310600.0,0.0,310600.0,0.0,310600.0,0.0,310600.0,0.0,310600.0,0.0,310600.0,0.0
310800.0,0.0,310800.0,0.0,310800.0,0.0,310800.0,0.09999999659999999,310800.0,0.0,310800.0,0.0,310800.0,0.0,310800.0,0.0,310800.0,0.0,310800.0,0.0,310800.0,0.0,310800.0,0.0
311000.0,0.0,311000.0,0.0,311000.0,0.0,311000.0,0.09999999659999999,311000.0,0.0,311000.0,0.0,311000.0,0.0,311000.0,0.0,311000.0,0.0,311000.0,0.0,311000.0,0.0,311000.0,0.0
311200.0,0.0,311200.0,0.0,311200.0,0.0,311200.0,0.09999999659999999,311200.0,0.0,311200.0,0.0,311200.0,0.0,311200.0,0.0,311200.0,0.0,311200.0,0.0,311200.0,0.0,311200.0,0.0
311400.0,0.0,311400.0,0.0,311400.0,0.0,311400.0,0.09999999659999999,311400.0,0.0,311400.0,0.0,311400.0,0.0,311400.0,0.0,311400.0,0.0,311400.0,0.0,311400.0,0.0,311400.0,0.0
311600.0,0.0,311600.0,0.0,311600.0,0.0,311600.0,0.09999999659999999,311600.0,0.0,311600.0,0.0,311600.0,0.0,311600.0,0.0,311600.0,0.0,311600.0,0.0,311600.0,0.0,311600.0,0.0
311800.0,0.0,311800.0,0.0,311800.0,0.0,311800.0,0.09999999659999999,311800.0,0.0,311800.0,0.0,311800.0,0.0,311800.0,0.0,311800.0,0.0,311800.0,0.0,311800.0,0.0,311800.0,0.0
312000.0,0.0,312000.0,0.0,312000.0,0.0,312000.0,0.09999999659999999,312000.0,0.0,312000.0,0.0,312000.0,0.0,312000.0,0.0,312000.0,0.0,312000.0,0.0,312000.0,0.0,312000.0,0.0
312200.0,0.0,312200.0,0.0,312200.0,0.0,312200.0,0.09999999659999999,312200.0,0.0,312200.0,0.0,312200.0,0.0,312200.0,0.0,312200.0,0.0,312200.0,0.0,312200.0,0.0,312200.0,0.0
312400.0,0.0,312400.0,0.0,312400.0,0.0,312400.0,0.09999999659999999,312400.0,0.0,312400.0,0.0,312400.0,0.0,312400.0,0.0,312400.0,0.0,312400.0,0.0,312400.0,0.0,312400.0,0.0
312600.0,0.0,312600.0,0.0,312600.0,0.0,312600.0,0.09999999659999999,312600.0,0.0,312600.0,0.0,312600.0,0.0,312600.0,0.0,312600.0,0.0,312600.0,0.0,312600.0,0.0,312600.0,0.0
312800.0,0.0,312800.0,0.0,312800.0,0.0,312800.0,0.09999999659999999,312800.0,0.0,312800.0,0.0,312800.0,0.0,312800.0,0.0,312800.0,0.0,312800.0,0.0,312800.0,0.0,312800.0,0.0
313000.0,0.0,313000.0,0.0,313000.0,0.0,313000.0,0.09999999659999999,313000.0,0.0,313000.0,0.0,313000.0,0.0,313000.0,0.0,313000.0,0.0,313000.0,0.0,313000.0,0.0,313000.0,0.0
313200.0,0.0,313200.0,0.0,313200.0,0.0,313200.0,0.09999999659999999,313200.0,0.0,313200.0,0.0,313200.0,0.0,313200.0,0.0,313200.0,0.0,313200.0,0.0,313200.0,0.0,313200.0,0.0
313400.0,0.0,313400.0,0.0,313400.0,0.0,313400.0,0.09999999659999999,313400.0,0.0,313400.0,0.0,313400.0,0.0,313400.0,0.0,313400.0,0.0,313400.0,0.0,313400.0,0.0,313400.0,0.0
313600.0,0.0,313600.0,0.0,313600.0,0.0,313600.0,0.09999999659999999,313600.0,0.0,313600.0,0.0,313600.0,0.0,313600.0,0.0,313600.0,0.0,313600.0,0.0,313600.0,0.0,313600.0,0.0
313800.0,0.0,313800.0,0.0,313800.0,0.0,313800.0,0.09999999659999999,313800.0,0.0,313800.0,0.0,313800.0,0.0,313800.0,0.0,313800.0,0.0,313800.0,0.0,313800.0,0.0,313800.0,0.0
314000.0,0.0,314000.0,0.0,314000.0,0.0,314000.0,0.09999999659999999,314000.0,0.0,314000.0,0.0,314000.0,0.0,314000.0,0.0,314000.0,0.0,314000.0,0.0,314000.0,0.0,314000.0,0.0
